Titre;Créateur;Sujet;Editeur;Type;Format;Identifiant;Source;Langue;Résumé;Date de disponibilité;Date de publication;Importance matérielle;Couverture spatiale;Couverture temporelle;Licence;P35 has identified;P70 documents;P4 has time-span;P14 carried out by;P1 is identified by;P2 has type;;;;;;;;;;;
Billiers (56). Rue de l'Abbaye; Lohéro. Un enclos d'habitat du second âge du Fer . Rapport de fouilles;Escats, Yoann;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives;;;54813;;;Les premiers indices de fréquentations des lieux mis au jour concernent la fin de la Préhistoire et l’âge du Bronze, représentés notamment par trois structures à pierres chauffées (foyers) datées du Néolithique moyen ainsi que de l’outillage lithique préhistorique ou de la Protohistoire ancienne (silex taillé, quartz et quartzite), découvert de manière dispersée au sein de l’emprise. Puis, aux alentours du IIIe siècle avant notre ère, c’est-à-dire à la fin du second âge du Fer, le secteur se structure par l’implantation d’un réseau de fossés délimitant des parcelles ou un premier enclos. Succède, au cours du IIe/Ier siècles avant notre ère, un habitat rural très caractéristique de cette période, matérialisé par un enclos fossoyé couvrant une surface interne d’environ 2 900 m². L’abandon de la ferme gauloise est estimé au milieu du Ier siècle avant notre ère. Puis, au nord de l’emprise de la fouille, un chemin s’implante durant la période romaine et perdurera au Moyen Âge. Cet axe de circulation inédit symbolise une nouvelle structuration du territoire, opérée quelques décennies après la Conquête.;Disponible;2022;1 vol. (290 p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
Brest (29). Kerlinou. La ZAC de Kerlinou. Un territoire partagé entre les morts et les vivants;http://www.viaf.org/viaf/21587740 Nicolas, Éric;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives;;;55179;;;Les premières structures domestiques repérées attestent la fréquentation du site dès le Ve millénaire avant notre ère. Tout au long du IIe millénaire, des aménagements viennent témoigner, sous la forme d’une sépulture en coffre dans un premier temps puis d’enclos circulaires, d’une appropriation de ce territoire pour y fixer des pratiques funéraires. La vocation funéraire de cet espace perdure au début de l’âge du Fer. L’amorce d’une structuration parcellaire semble probable au cours du IIe millénaire mais il faut attendre le premier âge du Fer pour que le site livre les traces d’une première ferme. Le site connait au fil des siècles suivants de nombreuses restructurations et son espace interne très densément occupé atteste de multiples phases d’aménagement et de reconstruction.Abandonné dès la fin du Ier siècle de notre ère, le site conserve une attractivité agro-pastorale comme en témoignent le maintien des limites parcellaires sur plus de mille ans et la présence de fours de traitement des céréales attribués à la fin de la période antique et au haut Moyen Âge.;Disponible;2022;1 vol. (589 p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Le Quiou (22). Le Bourg : aux abords de la villa de la Gare. Rapport de diagnostic;Le Forestier, Solenn;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives;;;56200;;;Le projet de construction d’une maison individuelle dans le bourg du Quiou (Côtes-d’Armor) a amené le Service Régional d’Archéologie de Bretagne à prescrire un diagnostic archéologique. Ce dernier a été motivé par la proximité de la villa antique de la Gare fouillée de 2001 à 2017 et de l’église mentionnée dès le XIIe siècle. Aucun vestige n’a été mis en évidence dans les deux tranchées ouvertes.;Disponible;2022;1 vol. (38 p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Port-Louis (56). Rue de Gâvres et rue de l'Hôpital. Rapport de diagnostic.;http://www.viaf.org/viaf/172163935953000830025 Béthus, Teddy;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives;;;56181;;;Sur l’emprise prescrite, les résultats montrent qu’il existe deux phases d’occupation. La plus ancienne et la plus discrète prouve que le secteur était occupé dès le Bronze final. La seconde date de l’époque moderne, période de plein essor de la ville. Parmi les structures découvertes, on observe les vestiges d’une possible carrière scellée plus tardivement par l’allée d’un jardin et les vestiges d’un éventuel bâtiment sur poteaux plantés.;Disponible;2022;1 vol. (68 p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Les Fougerêts (56). Cour de Launay;http://www.viaf.org/viaf/172163935953000830025 Béthus, Teddy;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives;;;56207;;;Ce diagnostic fait suite à une prospection géophysique réalisée sur ces mêmes parcelles et permet, en partie, d’en confirmer les résultats. Il prouve l’existence d’un ancien chemin passant au sud du manoir, associé à un fossé parcellaire d’époque médiévale ou moderne. Une très grande fosse très difficilement interprétable a également été retrouvée dans la partie orientale du terrain.;Disponible;2022;1 vol. (54 p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Rapport de prospection 2022 Haut Pays Bigouden. Rapport de PD 2022;Poulhazan, Thierry;;;;;56104;;;Ce rapport est le résultat de prospections diachroniques effectuées en Haut Pays Bigouden pour l’année 2022.;Disponible;2022;1 vol. (82 p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Rennes (35). Place de la République; Palais du Commerce. Rapport de diagnostic;Maris-Roy, Olivier;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives;;;56179;;;L’étude documentaire et archivistique a été réalisée dans le cadre d’un aménagement de locaux commerciaux sur la place de la République situés de part et d’autre de la station de métro République. En raison des contraintes du lieu et de la nature des travaux (excavations profondes), le service régional de l’Archéologique de Bretagne a seulement engagé ce type de recherche monopolisant un panel très large de ressources (archives, iconographique variée, rapports de fouille, études historiques et urbanistiques, etc.). L’objectif est non seulement d’évaluer le potentiel archéologique mais aussi de retracer sur la durée l’évolution d’un secteur central de la ville en interaction avec le milieu fluvial de la Vilaine et l’urbanisation générale de l’agglomération.;Disponible;2022;1 vol. (118 p.) : ill. en coul.;;;;;;;;;;;;;;;;;;;
Louvigné-de-Bais (35). La Garenne : des productions de céramiques modelées de La Tène moyenne; provenant de l'atelier de Bais - Louvigné-de-Bais. Rapport de fouille;http://www.viaf.org/viaf/214920281 Durand, Jean-Claude;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives;;;55910;;;Le site de La Garenne est un habitat composé d’enclos emboîtés. Il s’agit vraisemblablement d’une ferme indigène avec quelques bâtiments à l’extérieur de l’enclos central se développant vers le sud-est, vraisemblablement à usage agro-pastoral. Ce site prend donc toute son importance, non pas par son type d’occupation mais par sa proximité avec l’atelier des potiers de la carrière des Vallons.;Disponible;2022;1 vol. (175 p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;
Dol-de-Bretagne (35). Place de la Cathédrale : sur les traces de l'enceinte urbaine. Rapport de diagnostic;Battais, Rozenn;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives;;;56165;;;Les découvertes se sont avérées riches et surtout inédites pour l’histoire de la ville et de ces fortifications, puisque les structures mises au jour couplées à l’étude documentaire ont permis d’identifier les vestiges d’une première enceinte urbaine inconnue jusqu’alors et datée par radiocarbone du Xe siècle. Le tracé nord-ouest des remparts de la ville qui longe la cathédrale a été découvert à différentes reprises au cours du diagnostic, bâti d’après l’étude des sources écrites autour du XVe siècle. Jusqu’à cette époque, cette partie de la ville était uniquement défendue par un large fossé et la défense naturelle qu’offrent les marais et la topographie du site. Enfin, sans que l’on puisse la dater, ni la contextualiser, les vestiges d’une occupation antérieure au Xe siècle ont été mis au jour à l’ouest de l’emprise du diagnostic dont la récupération d’une construction maçonnée.;Disponible;2022;1 vol. (152 p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Saint-Jean-sur-Vilaine (35). La Touche. Rapport de diagnostic;Ah Thon, Emmanuelle;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives;;;56190;;;Le diagnostic de la Touche à Saint-Jean-sur-Vilaine a permis de mettre en évidence un certain nombre de vestiges archéologiques répartis dans toute l’emprise, dont la datation s’étend de l’âge du Fer au Moyen Âge.;Disponible;2022;1 vol. (120 p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Tréméven (22). Coatmen. Rapport de diagnostic;Barbeau, Sandrine;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives;;;56094;;;Le diagnostic a mis en évidence plusieurs occupation domestique de l’âge du Bronze, des vestiges funéraires, deux enclos gaulois suivis chacun par un réinvestissement des lieux à la période antique. La découverte de vestiges de bâtiments excavés dont l’un est daté des VIIIe-IXe s., attestent à nouveau de l’attrait des lieux. Le point culminant du site surplombant la vallée du Leff montre des signes d’une réoccupation aux XIe-XIIe s. sous une forme qu’il reste à découvrir. Elle sera suivie de l’implantation du château vers le XIIIe s.;En attente de validation par la CTRA;2022;1 vol. (288 p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Plouisy (22). ZAC de Kerizac. Rapport de fouille;http://www.viaf.org/viaf/224772560 Pouille, Dominique;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives;;;54140;;;Sur cette emprise de multiples structures fossoyées et excavées (fossés parcellaires, fosses, négatifs de poteaux) témoignant d’une occupation remontant principalement à l’époque antique (Ier au IIIème siècle) ont été mises au jour. Quelques rares témoignagesd’occupation remontant à des périodes différentes ont étéreconnus. Parmi eux il faut notamment signaler une maison ronde remontant probablement à la fin de l’âge du Bronze ou du début de l’âge du fer localisée en limite sud-ouest de la fouille.;Disponible;2022;1 vol. (236 p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Locmariaquer (56). Rue Wilson. Rapport de diagnostic;Prêtre, Karine;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives;;;56164;;;Ces fenêtres d’exploration ont permis de mettre en évidence quelques structures antiques présentes uniquement en partie nord du projet. La suite de l’espace est vide, ce qui semble suggérer une absence de construction dès l’époque antique, qui perdure au Moyen Age.;Consultable uniquement au SRA;2022;1 vol. (57 p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Locmariaquer (56). 2 rue Victor Hugo. Rapport de diagnostic.;Prêtre, Karine;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives;;;56178;;;L’intervention a confirmé la présence d’une occupation humaine datée de l’époque du Haut-Empire. Elle se matérialise principalement par la présence d’un bâtiment partiellement mis au jour et en grande partie récupéré.;Consultable uniquement au SRA;2022;1 vol. (50 p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Locmariaquer (56). Rue Lafayette. Rapport de diagnostic.;Prêtre, Karine;;https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives;;;56170;;;Les données recueillies nous permettent de valider la présence d’occupations humaines d’époque antique et médiévale.;Consultable uniquement au SRA;2022;1 vol. (81 p.) : ill. en coul. ;;;;;;;;;;;;;;;;;;;;
Sud-Est du Finistère; Pays de Cornouailles; Ouest du Morbihan. Rapport de Prospection diachronique 2022.Opération programmée 2022.;Duvollet, David;;;;;56 145;;;Avec 19 sites découverts, compléments sur 4 sites connus, contrôle sur le terrain de 3 sites connus et surveillance de 21 tumulus de la commune d’Elliant, le bilan de cette nouvelle campagne de prospection est assez vaste. L’accent a été mis cette année sur les découvertes. Les sites découverts correspondent pour l’essentiel à des occupations de surface, datées par le mobilier lithique prélevé, de la préhistoire récente. Mais on note aussi la découverte de sites datant de l’âge du fer et de la période gallo-romaine.;Disponible;2 022;1 vol. (188 p.) : ill. en coul. ;;;;;;;;;" 29 274 0066,https://ark.frantiq.fr/ark:/26678/pcrtbfqVEeganP industrie lithique | https://ark.frantiq.fr/ark:/26678/pcrtvpHLEemb4v stèle | https://ark.frantiq.fr/ark:/26678/pcrtzh0WTynBny scorie | https://ark.frantiq.fr/ark:/26678/crt9ey83pmtqt objet en terre cuite,2022,""Duvollet, David"",RAP04259,prospection diachronique";;;;;;;;;
